"","seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME","flank_txIds","flank_geneIds","flank_gene_distances"
"442","12",35854953,35855142,190,"*","12_9D_Mut_R2_macs2_peak_442",31,".",4.55069,6.49685,3.15151,99,"Distal Intergenic",85,35818739,35819264,526,2,"ENSMUSG00000114090","ENSMUST00000221625",-35689,NA,NA,NA,NA,NA,NA
"443","12",36042554,36042676,123,"*","12_9D_Mut_R2_macs2_peak_443",15,".",3.72329,4.74698,1.55188,33,"Promoter (<=1kb)",85,36021801,36042500,20700,2,"ENSMUSG00000020577","ENSMUST00000220641",-54,"66109","Tspan13","tetraspanin 13","ENSMUST00000020896;ENSMUST00000220641;ENSMUST00000222584","ENSMUSG00000020577;ENSMUSG00000020577;ENSMUSG00000020577","-65;-54;-2619"
"444","12",38047869,38048144,276,"*","12_9D_Mut_R2_macs2_peak_444",40,".",4.96439,7.42892,4.0268,237,"Intron (ENSMUST00000221176/ENSMUSG00000036095, intron 2 of 9)",85,38047093,38075735,28643,2,"ENSMUSG00000113608","ENSMUST00000221127",27591,NA,NA,NA,"ENSMUST00000221176;ENSMUST00000220990;ENSMUST00000221540;ENSMUST00000040500;ENSMUST00000221098;ENSMUST00000220606;ENSMUST00000221127","ENSMUSG00000036095;ENSMUSG00000036095;ENSMUSG00000036095;ENSMUSG00000036095;ENSMUSG00000036095;ENSMUSG00000036095;ENSMUSG00000113608","0;0;0;0;0;0;0"
"445","12",38048259,38048640,382,"*","12_9D_Mut_R2_macs2_peak_445",23,".",4.13699,5.60175,2.32456,208,"Intron (ENSMUST00000221176/ENSMUSG00000036095, intron 2 of 9)",85,38047093,38075735,28643,2,"ENSMUSG00000113608","ENSMUST00000221127",27095,NA,NA,NA,"ENSMUST00000221176;ENSMUST00000220990;ENSMUST00000221540;ENSMUST00000040500;ENSMUST00000221098;ENSMUST00000220606;ENSMUST00000221127","ENSMUSG00000036095;ENSMUSG00000036095;ENSMUSG00000036095;ENSMUSG00000036095;ENSMUSG00000036095;ENSMUSG00000036095;ENSMUSG00000113608","0;0;0;0;0;0;0"
"446","12",40223267,40223376,110,"*","12_9D_Mut_R2_macs2_peak_446",19,".",3.82834,5.11817,1.90971,5,"Promoter (<=1kb)",85,40223364,40229184,5821,1,"ENSMUSG00000035983","ENSMUST00000170019",0,"629820","Gm7008","predicted gene 7008","ENSMUST00000001672;ENSMUST00000171530;ENSMUST00000169926;ENSMUST00000169319;ENSMUST00000170752;ENSMUST00000164354;ENSMUST00000171553;ENSMUST00000038121;ENSMUST00000170019;ENSMUST00000171356;ENSMUST00000158746;ENSMUST00000222014","ENSMUSG00000001627;ENSMUSG00000001627;ENSMUSG00000001627;ENSMUSG00000001627;ENSMUSG00000001627;ENSMUSG00000001627;ENSMUSG00000001627;ENSMUSG00000035983;ENSMUSG00000035983;ENSMUSG00000035983;ENSMUSG00000089371;ENSMUSG00000113181","-78;-305;0;0;-82;0;-118;0;0;-53;-456;2406"
"447","12",40892238,40893753,1516,"*","12_9D_Mut_R2_macs2_peak_447",110,".",7.86029,14.7915,11.0627,1160,"Promoter (<=1kb)",85,40893485,40894287,803,1,"ENSMUSG00000113337","ENSMUST00000222682",0,"100418452","Gm19220","N(alpha)-acetyltransferase 10, NatA catalytic subunitNalpha acetyltransferase 10 pseudogene","ENSMUST00000222682","ENSMUSG00000113337","0"
"448","12",42240976,42241261,286,"*","12_9D_Mut_R2_macs2_peak_448",58,".",5.79179,9.39298,5.88683,225,"Distal Intergenic",85,42281716,42281813,98,1,"ENSMUSG00000093214","ENSMUST00000175473",-40455,NA,NA,NA,NA,NA,NA
"449","12",44489620,44491077,1458,"*","12_9D_Mut_R2_macs2_peak_449",58,".",5.79179,9.39298,5.88683,376,"Intron (ENSMUST00000110748/ENSMUSG00000020598, intron 3 of 27)",85,44456660,44599681,143022,1,"ENSMUSG00000020598","ENSMUST00000220123",32960,"319504","Nrcam","neuronal cell adhesion molecule","ENSMUST00000110748;ENSMUST00000219592;ENSMUST00000220130;ENSMUST00000020939;ENSMUST00000220126;ENSMUST00000217907;ENSMUST00000218540;ENSMUST00000219928;ENSMUST00000218805;ENSMUST00000220123","ENSMUSG00000020598;ENSMUSG00000020598;ENSMUSG00000020598;ENSMUSG00000020598;ENSMUSG00000020598;ENSMUSG00000020598;ENSMUSG00000020598;ENSMUSG00000020598;ENSMUSG00000020598;ENSMUSG00000020598","0;0;0;0;0;0;0;0;0;0"
"450","12",46707757,46708389,633,"*","12_9D_Mut_R2_macs2_peak_450",121,".",8.27399,15.9427,12.1729,293,"Intron (ENSMUST00000021438/ENSMUSG00000021047, intron 4 of 4)",85,46701075,46704216,3142,2,"ENSMUSG00000112358","ENSMUST00000219501",-3541,NA,NA,NA,"ENSMUST00000021438;ENSMUST00000219886;ENSMUST00000219330;ENSMUST00000219501","ENSMUSG00000021047;ENSMUSG00000021047;ENSMUSG00000021047;ENSMUSG00000112358","0;0;108571;-3541"
"451","12",50022446,50022644,199,"*","12_9D_Mut_R2_macs2_peak_451",23,".",4.13699,5.60175,2.32456,183,"Distal Intergenic",85,50120309,50145236,24928,1,"ENSMUSG00000112353","ENSMUST00000218806",-97665,"105244890","Gm40418","predicted gene, 40418",NA,NA,NA
"452","12",51033631,51036226,2596,"*","12_9D_Mut_R2_macs2_peak_452",256,".",12.8247,29.8164,25.6808,1398,"Intron (ENSMUST00000218606/ENSMUSG00000111986, intron 2 of 4)",85,51005158,51062543,57386,1,"ENSMUSG00000111986","ENSMUST00000218606",28473,"75494","1700008C04Rik","RIKEN cDNA 1700008C04 gene","ENSMUST00000218606","ENSMUSG00000111986","0"
"453","12",51731735,51731926,192,"*","12_9D_Mut_R2_macs2_peak_453",36,".",4.70148,7.00785,3.64939,23,"Intron (ENSMUST00000218820/ENSMUSG00000020955, intron 5 of 5)",85,51740241,51740342,102,2,"ENSMUSG00000089346","ENSMUST00000158721",8416,"115488039","Gm22663","predicted gene, 22663","ENSMUST00000218820;ENSMUST00000021338","ENSMUSG00000020955;ENSMUSG00000020955","0;0"
"454","12",51821817,51821934,118,"*","12_9D_Mut_R2_macs2_peak_454",14,".",3.60273,4.56116,1.44335,38,"Intron (ENSMUST00000042052/ENSMUSG00000035247, intron 2 of 42)",85,51826183,51829318,3136,2,"ENSMUSG00000035247","ENSMUST00000217804",7384,"207304","Hectd1","HECT domain E3 ubiquitin protein ligase 1","ENSMUST00000042052;ENSMUST00000179265;ENSMUST00000217804","ENSMUSG00000035247;ENSMUSG00000035247;ENSMUSG00000035247","0;0;7384"
"455","12",52142917,52143105,189,"*","12_9D_Mut_R2_macs2_peak_455",15,".",3.72329,4.74698,1.55188,161,"Intron (ENSMUST00000040090/ENSMUSG00000035142, intron 3 of 10)",85,52132384,52302721,170338,1,"ENSMUSG00000035142","ENSMUST00000159567",10533,"76826","Nubpl","nucleotide binding protein-like","ENSMUST00000040090;ENSMUST00000159708;ENSMUST00000159567","ENSMUSG00000035142;ENSMUSG00000035142;ENSMUSG00000035142","0;0;0"
"456","12",52927263,52931505,4243,"*","12_9D_Mut_R2_macs2_peak_456",308,".",12.8251,35.0902,30.8922,2875,"Intron (ENSMUST00000095737/ENSMUSG00000061603, intron 5 of 13)",85,53046708,53046826,119,2,"ENSMUSG00000070192","ENSMUST00000093682",115321,NA,NA,NA,"ENSMUST00000095737;ENSMUST00000219786","ENSMUSG00000061603;ENSMUSG00000061603","0;0"
"457","12",54681728,54682677,950,"*","12_9D_Mut_R2_macs2_peak_457",68,".",6.20549,10.4204,6.86577,616,"Promoter (1-2kb)",85,54679311,54679809,499,2,"ENSMUSG00000113392","ENSMUST00000223274",-1919,NA,NA,NA,"ENSMUST00000161592;ENSMUST00000163433;ENSMUST00000110713;ENSMUST00000067272;ENSMUST00000162106;ENSMUST00000223274","ENSMUSG00000054302;ENSMUSG00000054302;ENSMUSG00000054302;ENSMUSG00000054302;ENSMUSG00000054302;ENSMUSG00000113392","0;0;0;0;13166;-1919"
"458","12",55080303,55080519,217,"*","12_9D_Mut_R2_macs2_peak_458",39,".",4.69398,7.28259,3.91556,13,"Promoter (<=1kb)",85,55080526,55089538,9013,1,"ENSMUSG00000073079","ENSMUST00000223111",-7,"24067","Srp54a","signal recognition particle 54A","ENSMUST00000021406;ENSMUST00000222572;ENSMUST00000156852;ENSMUST00000220578;ENSMUST00000221655;ENSMUST00000223111;ENSMUST00000221479","ENSMUSG00000062198;ENSMUSG00000062198;ENSMUSG00000062198;ENSMUSG00000073079;ENSMUSG00000073079;ENSMUSG00000073079;ENSMUSG00000073079","-193;-199;-195;0;0;-7;-41"
"459","12",58680616,58680904,289,"*","12_9D_Mut_R2_macs2_peak_459",23,".",4.13699,5.60175,2.32456,227,"Distal Intergenic",85,58763906,58764950,1045,1,"ENSMUSG00000112487","ENSMUST00000219517",-83002,NA,NA,NA,NA,NA,NA
"460","12",59035330,59038708,3379,"*","12_9D_Mut_R2_macs2_peak_460",321,".",13.5253,36.3831,32.1735,1221,"Promoter (1-2kb)",85,59040335,59040525,191,1,"ENSMUSG00000065232","ENSMUST00000083298",-1627,"115488085","Gm22973","predicted gene, 22973","ENSMUST00000021380;ENSMUST00000217660;ENSMUST00000217873;ENSMUST00000218686;ENSMUST00000217863;ENSMUST00000218799;ENSMUST00000083298","ENSMUSG00000020993;ENSMUSG00000020993;ENSMUSG00000020993;ENSMUSG00000020993;ENSMUSG00000020993;ENSMUSG00000020993;ENSMUSG00000065232","22753;22764;6026;22710;22744;22636;-1627"
"461","12",62177096,62177478,383,"*","12_9D_Mut_R2_macs2_peak_461",31,".",4.55069,6.49685,3.15151,219,"Distal Intergenic",85,62161957,62170247,8291,1,"ENSMUSG00000113111","ENSMUST00000223075",15139,"665713","Gm7754","N(alpha)-acetyltransferase 35, NatC auxiliary subunit pseudogene",NA,NA,NA
"462","12",62177635,62177837,203,"*","12_9D_Mut_R2_macs2_peak_462",40,".",4.96439,7.42892,4.0268,85,"Distal Intergenic",85,62161957,62170247,8291,1,"ENSMUSG00000113111","ENSMUST00000223075",15678,"665713","Gm7754","N(alpha)-acetyltransferase 35, NatC auxiliary subunit pseudogene",NA,NA,NA
"463","12",62547879,62549545,1667,"*","12_9D_Mut_R2_macs2_peak_463",121,".",8.27399,15.9427,12.1729,1060,"Distal Intergenic",85,62535346,62537149,1804,1,"ENSMUSG00000113890","ENSMUST00000222266",12533,NA,NA,NA,NA,NA,NA
"464","12",63119765,63119951,187,"*","12_9D_Mut_R2_macs2_peak_464",23,".",4.13699,5.60175,2.32456,70,"Distal Intergenic",85,63072526,63073144,619,2,"ENSMUSG00000058933","ENSMUST00000080271",-46621,NA,NA,NA,NA,NA,NA
"465","12",63321483,63321600,118,"*","12_9D_Mut_R2_macs2_peak_465",23,".",4.13699,5.60175,2.32456,22,"Distal Intergenic",85,63355784,63357904,2121,1,"ENSMUSG00000114123","ENSMUST00000222999",-34184,NA,NA,NA,NA,NA,NA
"466","12",64965507,64965720,214,"*","12_9D_Mut_R2_macs2_peak_466",31,".",4.55069,6.49685,3.15151,173,"Promoter (<=1kb)",85,64938833,64965534,26702,2,"ENSMUSG00000020948","ENSMUST00000222508",0,"66689","Klhl28","kelch-like 28","ENSMUST00000222508;ENSMUST00000021331;ENSMUST00000221957;ENSMUST00000066296;ENSMUST00000223166;ENSMUST00000221836","ENSMUSG00000020948;ENSMUSG00000020948;ENSMUSG00000020948;ENSMUSG00000035614;ENSMUSG00000035614;ENSMUSG00000035614","0;-2137;0;-84;-220;-336"
"467","12",65073891,65074051,161,"*","12_9D_Mut_R2_macs2_peak_467",27,".",4.25539,6.02852,2.73868,125,"Promoter (<=1kb)",85,65062424,65073962,11539,2,"ENSMUSG00000020949","ENSMUST00000221166",0,"30795","Fkbp3","FK506 binding protein 3","ENSMUST00000220957;ENSMUST00000222684;ENSMUST00000221166;ENSMUST00000021332;ENSMUST00000220983;ENSMUST00000221913;ENSMUST00000220730;ENSMUST00000221710;ENSMUST00000222467;ENSMUST00000221706;ENSMUST00000223051;ENSMUST00000058889;ENSMUST00000222540;ENSMUST00000223401;ENSMUST00000223519","ENSMUSG00000020949;ENSMUSG00000020949;ENSMUSG00000020949;ENSMUSG00000020949;ENSMUSG00000020949;ENSMUSG00000020949;ENSMUSG00000020949;ENSMUSG00000020949;ENSMUSG00000020949;ENSMUSG00000020949;ENSMUSG00000055884;ENSMUSG00000055884;ENSMUSG00000055884;ENSMUSG00000055884;ENSMUSG00000114157","-2758;-2751;0;0;0;0;0;0;0;0;-1552;-1555;-1555;-1556;2264"
"468","12",65266237,65266720,484,"*","12_9D_Mut_R2_macs2_peak_468",49,".",5.37809,8.39511,4.93852,311,"Distal Intergenic",85,65251710,65251908,199,1,"ENSMUSG00000113442","ENSMUST00000222221",14527,NA,NA,NA,NA,NA,NA
"469","12",67059168,67059645,478,"*","12_9D_Mut_R2_macs2_peak_469",998,".",21.9003,104.283,99.8998,303,"Intron (ENSMUST00000037181/ENSMUSG00000034912, intron 1 of 16)",85,67120126,67122920,2795,2,"ENSMUSG00000113698","ENSMUST00000221673",63275,NA,NA,NA,"ENSMUST00000037181;ENSMUST00000178814;ENSMUST00000101379;ENSMUST00000223141","ENSMUSG00000034912;ENSMUSG00000034912;ENSMUSG00000034912;ENSMUSG00000034912","0;0;0;0"
"470","12",67835383,67836295,913,"*","12_9D_Mut_R2_macs2_peak_470",78,".",6.61919,11.4755,7.8745,271,"Distal Intergenic",85,67822018,67822396,379,2,"ENSMUSG00000114128","ENSMUST00000222060",-12987,NA,NA,NA,NA,NA,NA
"471","12",67950598,67950766,169,"*","12_9D_Mut_R2_macs2_peak_471",23,".",4.13699,5.60175,2.32456,124,"Distal Intergenic",85,67926040,67926259,220,2,"ENSMUSG00000113182","ENSMUST00000222445",-24339,NA,NA,NA,NA,NA,NA
"472","12",69509577,69509691,115,"*","12_9D_Mut_R2_macs2_peak_472",28,".",4.30969,6.11489,2.82205,19,"Distal Intergenic",85,69473614,69475550,1937,2,"ENSMUSG00000113035","ENSMUST00000222980",-34027,"76062","5830428M24Rik","RIKEN cDNA 5830428M24 gene",NA,NA,NA
"473","12",69654058,69654338,281,"*","12_9D_Mut_R2_macs2_peak_473",717,".",21.3786,76.0726,71.7315,58,"Intron (ENSMUST00000035773/ENSMUSG00000034801, intron 2 of 22)",85,69585089,69681627,96539,2,"ENSMUSG00000034801","ENSMUST00000182396",27289,"20663","Sos2","SOS Ras/Rho guanine nucleotide exchange factor 2","ENSMUST00000035773;ENSMUST00000183277;ENSMUST00000182396","ENSMUSG00000034801;ENSMUSG00000034801;ENSMUSG00000034801","0;0;0"
"474","12",71088943,71089524,582,"*","12_9D_Mut_R2_macs2_peak_474",31,".",4.55069,6.49685,3.15151,543,"Intron (ENSMUST00000046305/ENSMUSG00000048118, intron 23 of 23)",85,71111428,71123221,11794,1,"ENSMUSG00000021078","ENSMUST00000220834",-21904,"75266","Tomm20l","translocase of outer mitochondrial membrane 20-like","ENSMUST00000046305","ENSMUSG00000048118","0"
"475","12",71090740,71093387,2648,"*","12_9D_Mut_R2_macs2_peak_475",99,".",7.44659,13.6625,9.97479,1989,"Intron (ENSMUST00000046305/ENSMUSG00000048118, intron 23 of 23)",85,71111428,71123221,11794,1,"ENSMUSG00000021078","ENSMUST00000220834",-18041,"75266","Tomm20l","translocase of outer mitochondrial membrane 20-like","ENSMUST00000046305","ENSMUSG00000048118","0"
"476","12",72085829,72086069,241,"*","12_9D_Mut_R2_macs2_peak_476",31,".",4.37578,6.48158,3.15151,144,"Promoter (<=1kb)",85,72085857,72100861,15005,1,"ENSMUSG00000005078","ENSMUST00000057257",0,"104771","Jkamp","JNK1/MAPK8-associated membrane protein","ENSMUST00000125764;ENSMUST00000132371;ENSMUST00000057257;ENSMUST00000117449;ENSMUST00000134041;ENSMUST00000152381;ENSMUST00000019862;ENSMUST00000124405;ENSMUST00000138029","ENSMUSG00000005078;ENSMUSG00000005078;ENSMUSG00000005078;ENSMUSG00000005078;ENSMUSG00000005078;ENSMUSG00000005078;ENSMUSG00000019718;ENSMUSG00000019718;ENSMUSG00000019718","0;0;0;0;-3095;-3636;-390;-390;-811"
"477","12",72270803,72270972,170,"*","12_9D_Mut_R2_macs2_peak_477",23,".",4.13699,5.60175,2.32456,14,"Intron (ENSMUST00000078505/ENSMUSG00000021087, intron 3 of 8)",85,72212289,72236724,24436,2,"ENSMUSG00000021087","ENSMUST00000137990",-34079,"104001","Rtn1","reticulon 1","ENSMUST00000078505","ENSMUSG00000021087","0"
"478","12",72635005,72636085,1081,"*","12_9D_Mut_R2_macs2_peak_478",121,".",8.27399,15.9427,12.1729,428,"Intron (ENSMUST00000208307/ENSMUSG00000109482, intron 1 of 4)",85,72618954,72628934,9981,2,"ENSMUSG00000109482","ENSMUST00000209092",-6071,NA,NA,NA,"ENSMUST00000208307","ENSMUSG00000109482","0"
"479","12",74803894,74804006,113,"*","12_9D_Mut_R2_macs2_peak_479",260,".",10.92,30.1586,26.0184,52,"Distal Intergenic",85,74825345,74827722,2378,1,"ENSMUSG00000113845","ENSMUST00000223498",-21339,NA,NA,NA,NA,NA,NA
"480","12",74804152,74804497,346,"*","12_9D_Mut_R2_macs2_peak_480",451,".",15.4211,49.4109,45.1274,264,"Distal Intergenic",85,74825345,74827722,2378,1,"ENSMUSG00000113845","ENSMUST00000223498",-20848,NA,NA,NA,NA,NA,NA
"481","12",76196197,76196389,193,"*","12_9D_Mut_R2_macs2_peak_481",23,".",4.13699,5.60175,2.32456,187,"Distal Intergenic",85,76120439,76177259,56821,2,"ENSMUSG00000021055","ENSMUST00000218621",-18938,"13983","Esr2","estrogen receptor 2 (beta)","ENSMUST00000021453","ENSMUSG00000021056","50354"
"482","12",76403920,76404112,193,"*","12_9D_Mut_R2_macs2_peak_482",45,".",4.92006,7.95981,4.54366,129,"Promoter (<=1kb)",85,76402751,76403982,1232,2,"ENSMUSG00000097323","ENSMUST00000217797",0,NA,NA,NA,"ENSMUST00000080449;ENSMUST00000219555;ENSMUST00000217797;ENSMUST00000180709","ENSMUSG00000059970;ENSMUSG00000059970;ENSMUSG00000097323;ENSMUSG00000097323","-64;-297;0;-266"
"483","12",76411651,76413219,1569,"*","12_9D_Mut_R2_macs2_peak_483",110,".",7.86029,14.7915,11.0627,774,"Distal Intergenic",85,76417538,76439492,21955,1,"ENSMUSG00000052221","ENSMUST00000063977",-4319,"210762","Ppp1r36","protein phosphatase 1, regulatory subunit 36","ENSMUST00000063977;ENSMUST00000218732;ENSMUST00000220187;ENSMUST00000080449;ENSMUST00000219555","ENSMUSG00000052221;ENSMUSG00000052221;ENSMUSG00000052221;ENSMUSG00000059970;ENSMUSG00000059970","-4319;-4402;-4407;7475;7242"
"484","12",78350870,78351156,287,"*","12_9D_Mut_R2_macs2_peak_484",1456,".",32.2828,150.035,145.603,113,"Intron (ENSMUST00000052472/ENSMUSG00000047454, intron 2 of 23)",85,78380258,78380621,364,2,"ENSMUSG00000112506","ENSMUST00000218539",29465,NA,NA,NA,"ENSMUST00000052472;ENSMUST00000110388","ENSMUSG00000047454;ENSMUSG00000047454","0;0"
"485","12",78861675,78861854,180,"*","12_9D_Mut_R2_macs2_peak_485",33,".",4.53744,6.74356,3.39217,78,"Promoter (<=1kb)",85,78861819,78887010,25192,1,"ENSMUSG00000021116","ENSMUST00000071230",0,"13665","Eif2s1","eukaryotic translation initiation factor 2, subunit 1 alpha","ENSMUST00000021536;ENSMUST00000219891;ENSMUST00000071230;ENSMUST00000219754;ENSMUST00000220382","ENSMUSG00000021114;ENSMUSG00000021114;ENSMUSG00000021116;ENSMUSG00000021116;ENSMUSG00000021116","-37;-180;0;-231;-276"
"486","12",79172096,79172239,144,"*","12_9D_Mut_R2_macs2_peak_486",23,".",4.13699,5.60175,2.32456,43,"Promoter (<=1kb)",85,79156170,79172448,16279,2,"ENSMUSG00000021124","ENSMUST00000162789",209,"53612","Vti1b","vesicle transport through interaction with t-SNAREs 1B","ENSMUST00000055262;ENSMUST00000162789;ENSMUST00000161204;ENSMUST00000085254;ENSMUST00000159500;ENSMUST00000164610","ENSMUSG00000021124;ENSMUSG00000021124;ENSMUSG00000066441;ENSMUSG00000066441;ENSMUSG00000066441;ENSMUSG00000091507","0;0;20054;18722;19554;3610"
"487","12",79172405,79172579,175,"*","12_9D_Mut_R2_macs2_peak_487",31,".",4.55069,6.49685,3.15151,79,"Promoter (<=1kb)",85,79156170,79172448,16279,2,"ENSMUSG00000021124","ENSMUST00000162789",0,"53612","Vti1b","vesicle transport through interaction with t-SNAREs 1B","ENSMUST00000055262;ENSMUST00000162789;ENSMUST00000161204;ENSMUST00000085254;ENSMUST00000159500;ENSMUST00000164610","ENSMUSG00000021124;ENSMUSG00000021124;ENSMUSG00000066441;ENSMUSG00000066441;ENSMUSG00000066441;ENSMUSG00000091507","0;0;19714;18382;19214;3919"
"488","12",81985718,81985996,279,"*","12_9D_Mut_R2_macs2_peak_488",40,".",4.96439,7.42892,4.0268,194,"Intron (ENSMUST00000221721/ENSMUSG00000021140, intron 28 of 35)",85,81991749,81993096,1348,1,"ENSMUSG00000021140","ENSMUST00000221472",-5753,"54604","Pcnx","pecanex homolog","ENSMUST00000221721;ENSMUST00000021567;ENSMUST00000222005;ENSMUST00000221675","ENSMUSG00000021140;ENSMUSG00000021140;ENSMUSG00000021140;ENSMUSG00000021140","0;0;0;0"
"489","12",82163720,82164107,388,"*","12_9D_Mut_R2_macs2_peak_489",94,".",7.0975,13.0814,9.42292,271,"Distal Intergenic",85,82168850,82169105,256,2,"ENSMUSG00000113746","ENSMUST00000221198",4998,NA,NA,NA,"ENSMUST00000221198","ENSMUSG00000113746","4998"
"490","12",82318236,82318740,505,"*","12_9D_Mut_R2_macs2_peak_490",49,".",5.37809,8.39511,4.93852,289,"Intron (ENSMUST00000166429/ENSMUSG00000042700, intron 3 of 22)",85,82311349,82451782,140434,1,"ENSMUSG00000042700","ENSMUST00000053969",6887,"217692","Sipa1l1","signal-induced proliferation-associated 1 like 1","ENSMUST00000166429;ENSMUST00000220963;ENSMUST00000222298;ENSMUST00000222714;ENSMUST00000053969","ENSMUSG00000042700;ENSMUSG00000042700;ENSMUSG00000042700;ENSMUSG00000042700;ENSMUSG00000042700","0;0;0;0;0"
"491","12",83288782,83290683,1902,"*","12_9D_Mut_R2_macs2_peak_491",110,".",7.86029,14.7915,11.0627,862,"Intron (ENSMUST00000147469/ENSMUSG00000021221, intron 5 of 8)",85,83260493,83294428,33936,2,"ENSMUSG00000021221","ENSMUST00000140327",3745,"70127","Dpf3","D4, zinc and double PHD fingers, family 3","ENSMUST00000147469;ENSMUST00000178756;ENSMUST00000140327;ENSMUST00000144237;ENSMUST00000133282;ENSMUST00000177959;ENSMUST00000177801","ENSMUSG00000021221;ENSMUSG00000021221;ENSMUSG00000021221;ENSMUSG00000021221;ENSMUSG00000021221;ENSMUSG00000021221;ENSMUSG00000021221","0;0;0;0;0;0;0"
"492","12",83688174,83688292,119,"*","12_9D_Mut_R2_macs2_peak_492",32,".",4.42837,6.567,3.22009,82,"Promoter (<=1kb)",85,83688188,83714876,26689,1,"ENSMUSG00000019969","ENSMUST00000223542",0,"19164","Psen1","presenilin 1","ENSMUST00000041806;ENSMUST00000221993;ENSMUST00000223542;ENSMUST00000101225","ENSMUSG00000019969;ENSMUSG00000019969;ENSMUSG00000019969;ENSMUSG00000019969","0;0;0;-271"
"493","12",84451039,84451281,243,"*","12_9D_Mut_R2_macs2_peak_493",64,".",5.72114,9.98132,6.45934,23,"Promoter (<=1kb)",85,84439663,84451004,11342,2,"ENSMUSG00000021238","ENSMUST00000220491",-35,"104776","Aldh6a1","aldehyde dehydrogenase family 6, subfamily A1","ENSMUST00000222641;ENSMUST00000085192;ENSMUST00000222062;ENSMUST00000220491;ENSMUST00000222656;ENSMUST00000137170;ENSMUST00000221033","ENSMUSG00000021238;ENSMUSG00000021238;ENSMUSG00000021238;ENSMUSG00000021238;ENSMUSG00000021238;ENSMUSG00000085793;ENSMUSG00000085793","-2722;-36;-73;-35;-91;-141;-4967"
"494","12",90817975,90818109,135,"*","12_9D_Mut_R2_macs2_peak_494",31,".",4.55069,6.49685,3.15151,39,"Promoter (2-3kb)",85,90815197,90815325,129,1,"ENSMUSG00000089439","ENSMUST00000158814",2778,"115485890","Gm23195","predicted gene, 23195","ENSMUST00000158814;ENSMUST00000181184;ENSMUST00000221942","ENSMUSG00000089439;ENSMUSG00000097071;ENSMUSG00000097157","2778;0;0"
"495","12",91235260,91235798,539,"*","12_9D_Mut_R2_macs2_peak_495",40,".",4.96439,7.42892,4.0268,290,"Intron (ENSMUST00000143415/ENSMUSG00000061533, intron 3 of 12)",85,91213697,91260048,46352,2,"ENSMUSG00000061533","ENSMUST00000140674",24250,"75216","Cep128","centrosomal protein 128","ENSMUST00000143415;ENSMUST00000141429;ENSMUST00000140674","ENSMUSG00000061533;ENSMUSG00000061533;ENSMUSG00000061533","0;0;0"
"496","12",91331245,91331694,450,"*","12_9D_Mut_R2_macs2_peak_496",52,".",5.34857,8.66981,5.20742,27,"Intron (ENSMUST00000141429/ENSMUSG00000061533, intron 9 of 25)",85,91317091,91339081,21991,2,"ENSMUSG00000061533","ENSMUST00000145094",7387,"75216","Cep128","centrosomal protein 128","ENSMUST00000141429;ENSMUST00000127802;ENSMUST00000145094","ENSMUSG00000061533;ENSMUSG00000061533;ENSMUSG00000061533","0;0;0"
"497","12",91473595,91474824,1230,"*","12_9D_Mut_R2_macs2_peak_497",133,".",8.68769,17.1148,13.3049,642,"Intron (ENSMUST00000221216/ENSMUSG00000020963, intron 2 of 10)",85,91482053,91482842,790,1,"ENSMUSG00000099750","ENSMUST00000188341",-7229,"100417790","Gm18827","phosphoglycerate mutase family member 5 pseudogene","ENSMUST00000221216;ENSMUST00000021346;ENSMUST00000021343","ENSMUSG00000020963;ENSMUSG00000020963;ENSMUSG00000020963","0;0;0"
"498","12",91590251,91590364,114,"*","12_9D_Mut_R2_macs2_peak_498",35,".",4.66182,6.94409,3.58746,92,"Promoter (<=1kb)",85,91558688,91590487,31800,2,"ENSMUSG00000020962","ENSMUST00000063314",123,"83602","Gtf2a1","general transcription factor II A, 1","ENSMUST00000021345;ENSMUST00000063314;ENSMUST00000163693","ENSMUSG00000020962;ENSMUSG00000020962;ENSMUSG00000020962","-242;0;-612"
"499","12",91849254,91849391,138,"*","12_9D_Mut_R2_macs2_peak_499",37,".",4.76224,7.10541,3.74375,73,"Promoter (<=1kb)",85,91806043,91849157,43115,2,"ENSMUSG00000020964","ENSMUST00000178462",-97,"20338","Sel1l","sel-1 suppressor of lin-12-like (C. elegans)","ENSMUST00000021347;ENSMUST00000178462;ENSMUST00000167466;ENSMUST00000166691;ENSMUST00000167594;ENSMUST00000172246;ENSMUST00000169843","ENSMUSG00000020964;ENSMUSG00000020964;ENSMUSG00000020964;ENSMUSG00000020964;ENSMUSG00000020964;ENSMUSG00000020964;ENSMUSG00000020964","-97;-97;-125;-124;-124;-115;-114"
"500","12",91942497,91942741,245,"*","12_9D_Mut_R2_macs2_peak_500",23,".",4.13699,5.60175,2.32456,125,"Distal Intergenic",85,91968399,91969577,1179,2,"ENSMUSG00000098159","ENSMUST00000183260",26836,NA,NA,NA,NA,NA,NA
"501","12",91942915,91943608,694,"*","12_9D_Mut_R2_macs2_peak_501",49,".",5.37809,8.39511,4.93852,188,"Distal Intergenic",85,91968399,91969577,1179,2,"ENSMUSG00000098159","ENSMUST00000183260",25969,NA,NA,NA,NA,NA,NA
